0,20.12,8
1,24.89,22
2,5.05,23
3,18.91,24
4,10.91,29
5,11.79,34
6,43.64,45
7,9.29,48
8,20.5,52
9,26.46,58
10,11.33,66
11,10.47,68
12,42.35,72
13,16.18,73
14,4.61,74
15,12.64,86
16,9.76,94
17,14.61,99
18,26.46,100
19,7.23,102
20,5.76,104
21,13.36,111
22,9.35,115
23,19.65,116
24,19.21,118
25,19.01,122
26,17.32,128
27,3.83,131
28,9.81,135
29,5.31,138
30,6.91,139
31,13.15,148
32,12.7,149
33,18.58,150
34,3.1,153
35,6.1,154
36,13.34,155
37,31.67,157
38,22.63,159
39,10.23,161
40,5.45,164
41,3.78,168
42,17.14,172
43,6.39,173
44,9.34,177
45,16.73,182
46,16.88,184
47,13.76,185
48,15.2,186
49,15.38,188
50,10.81,194
51,13.81,196
52,19.49,199
53,2.42,202
54,22.05,205
55,9.53,206
56,15.44,214
57,11.14,215
58,28.69,217
59,59.79,223
60,10.63,232
61,8.65,233
62,11.35,234
63,10.73,236
64,13.57,237
65,8.04,239
66,10.62,242
67,13.2,243
68,6.73,245
69,8.17,246
70,18.28,247
71,14.79,248
72,6.87,253
73,7.82,254
74,10.81,262
75,19.68,264
76,13.54,265
77,21.23,269
78,9.15,270
79,8.3,273
80,18.84,275
81,11.28,276
82,5.83,277
83,27,279
84,13.8,284
85,30.99,289
86,13.11,292
87,17.82,293
88,9.87,295
89,23.77,296
90,19.06,299
91,23.43,310
92,11.38,315
93,2.56,320
94,17.43,328
95,19,329
96,14.52,334
97,8.54,339
98,15.92,341
99,13.96,344
100,76.62,345
101,3.93,346
102,1.7,348
103,14.3,355
104,4.01,358
105,23.7,362
106,7.27,363
107,26.38,368
108,5.92,370
109,5.21,371
110,10.03,372
111,3.77,373
112,41.07,376
113,18.19,378
114,9.96,379
115,8.16,386
116,8.94,390
117,15.16,391
118,7.59,392
119,10.05,393
120,5.41,396
121,12.31,399
122,4.31,400
123,6.35,405
124,52.4,407
125,12.5,409
126,84.09,410
127,12.94,412
128,6.87,415
129,19.46,419
130,19.82,420
131,9.17,422
132,45.18,423
133,11.21,424
134,11.88,425
135,35.14,426
136,12.6,427
137,25.19,429
138,22.3,432
139,17.43,438
140,3.47,440
141,15.34,447
142,10.64,448
143,2.39,450
144,8.74,451
145,5.66,458
146,6.84,460
147,12.87,461
148,7.55,462
149,29.08,465
150,7.73,470
151,8.96,474
152,5.38,480
153,17.54,481
154,18.23,482
155,11.2,483
156,9.36,487
157,10.89,488
158,8.15,489
159,5.32,491
160,11.43,492
161,17.64,497
162,10.18,498
163,11.58,501
164,15.97,508
165,12.87,515
166,9.86,516
167,8.38,519
168,9.08,520
169,6.97,522
170,12.39,523
171,10.03,524
172,23.45,525
173,14.19,527
174,4.35,529
175,17.94,530
176,8.78,533
177,14.44,534
178,7.48,536
179,12.91,538
180,15.69,539
181,15.23,540
182,10.66,546
183,15.68,550
184,9.54,551
185,9.76,553
186,23.22,555
187,6.28,556
188,12.83,560
189,16.08,563
190,12.22,565
191,3.12,568
192,9.06,569
193,8.81,570
194,11.04,571
195,4.47,573
196,17.75,574
197,3.92,578
198,19.81,583
199,4.34,584
200,12.78,587
201,11.51,592
202,10.18,596
203,29.56,597
204,13.26,598
205,3.06,600
206,17.22,602
207,15.93,603
208,4.33,604
209,21.66,606
210,10.35,607
211,8.59,608
212,18.76,609
213,9.47,611
214,15.99,612
215,7.38,615
216,12.29,618
217,12.14,621
218,19.38,622
219,10.07,623
220,18.02,625
221,11.82,626
222,8.79,628
223,12.76,630
224,26.14,635
225,16.36,636
226,15.22,640
227,11.78,642
228,22.97,643
229,9.68,644
230,2.15,645
231,27.6,646
232,9.03,647
233,5.41,648
234,4.42,649
235,36.92,651
236,24.95,653
237,14.67,654
238,24.32,655
239,9.73,656
240,2.61,659
241,23.75,661
242,8.69,663
243,5.3,665
244,6.17,667
245,10.53,673
246,0.54,674
247,22.85,679
248,9.11,681
249,11.2,682
250,46.73,685
251,2.35,686
252,16.83,687
253,17,693
254,3.01,694
255,10.3,697
256,4.95,698
257,7.88,706
258,12.67,709
259,15.75,710
260,14.1,711
261,14.54,712
262,19,713
263,15.79,715
264,12.64,718
265,5.52,719
266,9.28,722
267,6.16,726
268,8.47,729
269,9.68,733
270,9.61,734
271,15.38,735
272,7.65,738
273,10.33,739
274,6.73,742
275,9.21,743
276,11.43,744
277,20.08,750
278,12.21,753
279,13.57,754
280,5.18,756
281,2.91,758
282,18.14,759
283,15.16,760
284,12.31,762
285,28.12,766
286,12.45,767
287,16.77,771
288,12.63,773
289,12.22,774
290,19.61,776
291,9.99,777
292,32.16,779
293,19.4,785
294,13.39,789
295,7.16,790
296,3.99,793
297,12.86,804
298,5.13,805
299,12.76,807
300,5.86,808
301,8.51,816
302,7.97,821
303,6.13,825
304,8.63,827
305,9.13,828
306,14.83,829
307,2.25,831
308,3.3,832
309,11.46,833
310,3.74,834
311,5.72,838
312,9.67,839
313,8.06,844
314,3.12,845
315,8.22,850
