0,19.53,8
1,29.87,12
2,8.49,16
3,16.03,17
4,64.62,20
5,32.68,22
6,32.64,23
7,19.35,26
8,29.78,29
9,74.63,30
10,8.59,31
11,20.63,33
12,22.13,34
13,71.53,39
14,24.94,40
15,13.96,43
16,21.87,44
17,38.52,45
18,8.41,52
19,8.78,55
20,9.6,57
21,21.8,58
22,6.72,59
23,21.92,60
24,11.07,64
25,51.33,67
26,14.37,72
27,24.4,76
28,53.97,77
29,18.37,80
30,23.81,84
31,20.82,85
32,7.98,86
33,5.94,87
34,10.38,90
35,11.76,92
36,18.02,97
37,5.39,98
38,6.5,100
39,9.54,103
40,11.41,105
41,16.2,115
42,24.78,117
43,26.83,119
44,2.63,121
45,30.5,124
46,16.97,125
47,72.85,126
48,10.63,127
49,10.54,128
50,24.9,130
51,17.42,133
52,12.52,134
53,35.98,136
54,50.01,141
55,27.55,160
56,54.67,162
57,7.32,167
58,8.4,173
59,8.02,174
60,7.13,176
61,35.1,178
62,6.81,179
63,41.79,182
64,20.06,183
65,59.54,185
66,30.28,187
67,3.09,192
68,65.5,194
69,4.69,196
70,9.47,199
71,13.68,201
72,5.55,204
73,7,205
74,10.4,207
75,38.3,214
76,12.7,217
77,6.66,221
78,68.36,223
79,17.85,227
80,20.01,228
81,24.48,229
82,11.31,230
83,20.78,231
84,30.88,232
85,9.33,233
86,13.37,237
87,5.64,239
88,4.09,243
89,8.31,245
90,10.4,251
91,12.89,252
92,3.96,258
93,8.02,259
94,16,260
95,16.81,261
96,33.28,274
97,20.39,279
98,28.81,280
99,17.1,285
100,17.12,287
101,27.39,288
102,57.25,290
103,30.13,294
104,26.4,299
