0,27.32,1
1,44.42,3
2,18.66,8
3,34.09,19
4,54.42,20
5,31.18,21
6,11.44,23
7,35.43,28
8,23.31,33
9,22.7,35
10,12.71,41
11,51.45,44
12,47.19,48
13,26.37,49
14,46.04,50
15,58.49,51
16,18.04,52
17,17.09,55
18,40.34,56
19,11.38,57
20,46.22,58
21,32.74,63
22,14.72,64
23,26,70
24,24.19,71
25,31.52,73
26,30.17,74
27,42.51,75
28,40.13,77
29,26.82,79
30,19.16,83
31,37.7,86
32,4.16,87
33,27.61,91
34,33.08,92
35,6.34,100
36,20.05,106
37,35.75,107
38,17.22,109
39,34.16,121
40,42.1,125
41,37.76,128
42,58.47,132
43,32.05,135
44,21.68,137
45,13.09,139
46,12.22,140
47,31.71,141
48,26.65,143
49,34.23,144
50,12.34,146
51,13.23,149
52,17.03,150
53,50.05,153
54,57.68,156
55,8.28,158
56,5.02,165
57,32.76,166
58,9.62,170
59,20.81,171
60,23.18,172
61,37.45,173
62,25.85,176
63,55.04,177
64,45.45,179
65,16.32,180
66,59.16,185
67,24.89,191
68,19.44,193
69,21.97,195
70,33.74,197
71,37.38,198
72,20.18,201
73,6.27,202
74,37.84,203
75,17.4,206
76,37.87,208
77,41.18,212
78,22.47,213
79,67.19,218
80,44.11,220
81,9.75,221
82,38.58,222
83,51.35,223
84,32.66,226
85,69.84,227
86,8.38,229
87,29.36,232
88,18.3,239
89,44.09,242
90,18.04,243
91,8.03,248
92,23.68,250
93,54.52,256
94,41.85,262
95,5.5,269
96,70.78,271
97,32.33,272
98,29.42,275
99,18.77,277
100,61.92,279
101,17.85,282
102,11.7,283
103,21.24,287
104,43.27,296
105,17.75,297
106,30.52,300
107,47.29,301
108,32.8,305
109,12.34,316
110,34.67,320
111,43.6,322
112,26.85,323
113,65.66,325
114,26.22,326
115,43,333
116,42.6,337
117,21.46,338
118,31.5,339
119,54.59,341
120,25.43,342
121,21.03,345
122,61.93,347
123,21.96,357
124,42.1,361
125,84.81,362
126,59.47,367
127,50.17,368
128,10.09,375
129,14.25,383
130,41.57,385
131,54.57,388
132,17.3,390
133,27.51,395
134,28.18,397
135,36.49,403
136,17.27,411
137,12.23,412
138,8.84,414
139,28.82,416
140,43.81,419
141,18.27,421
142,36.69,423
143,30.88,424
144,39.8,425
145,43.08,431
146,14.84,436
147,37.42,438
148,47.73,441
149,8.36,448
150,25.73,452
151,4.73,456
152,41.31,460
153,71.8,468
154,40.73,471
155,56.9,475
156,24.19,481
157,45.43,483
158,29.12,487
159,24.25,488
160,54.8,489
161,35.22,490
162,20.54,492
163,30.26,507
164,43,510
165,22.05,511
166,34.25,513
167,23.33,518
168,46.28,520
169,16.46,522
170,36.5,526
171,56.53,527
172,38.49,529
173,7.9,537
174,33.12,540
175,60.55,542
176,42.13,544
177,1.9,547
178,19.38,551
179,42.68,553
180,11.37,554
181,17.06,558
182,38.32,559
183,29.02,564
184,6.16,568
185,33.05,571
186,36.18,573
187,21.2,574
188,55.92,578
189,34.77,580
190,69.1,581
191,65.15,587
192,44.88,591
193,11.99,592
194,34.11,593
195,13.5,594
196,14.8,595
197,22.69,596
198,40.95,597
199,20.93,598
200,28.65,599
201,3.28,600
202,43.47,605
203,19.06,610
204,27.2,612
205,24.08,613
206,29.36,615
207,29.57,618
208,19.17,619
209,55.36,620
210,15.88,621
211,56.57,623
212,17.86,624
213,18.4,625
214,8.94,629
215,30.07,630
216,47.99,631
217,23.19,632
218,48.76,634
219,38.96,635
220,22.64,637
221,26.64,643
222,87.2,644
223,51.34,645
224,16.92,647
225,11.31,648
226,28.71,650
227,10.98,651
228,13.79,660
229,14.04,663
230,22.36,664
231,25.97,666
232,41.91,669
233,19.82,677
234,15.99,679
235,29.22,682
236,29.95,684
237,34.74,685
238,20.25,688
239,32.86,692
240,61.55,699
241,19.83,700
242,27.23,701
243,23.71,702
244,24.21,705
245,38.75,710
246,57.22,711
247,5.13,712
248,28.76,713
249,27.38,714
250,18.39,715
251,26.66,720
252,18.39,723
253,3.2,724
254,62.6,725
255,9.64,730
256,20.21,731
257,12.52,732
258,33.74,735
259,31.75,740
260,25.11,741
261,56.95,744
262,14.15,745
263,71.49,751
264,39.11,755
265,38.46,756
266,12.58,758
267,17.25,761
268,27.51,763
269,67.75,764
270,13.08,766
271,9.39,772
272,13.35,774
273,1.96,775
274,43.83,776
275,25.88,777
276,11.33,778
277,34.78,783
278,31.98,785
279,54.2,789
280,18.29,790
281,14.4,792
282,10.27,793
283,12.97,797
284,25.53,798
285,35.24,799
286,50.72,802
287,70.45,805
288,39.58,806
289,54.2,807
290,18.68,811
291,29.06,812
292,34.21,818
293,31.64,819
294,10.68,820
295,19.85,822
296,11.23,824
297,35.67,825
298,30.34,830
299,19.36,833
300,39.64,834
301,25.43,835
302,30.93,837
303,30.43,843
304,23.94,844
305,24.74,845
306,63.25,846
307,40.17,847
308,29.89,852
309,24.73,854
310,30.45,856
311,47.31,857
312,22,858
313,8.34,862
314,20.64,868
315,66.16,869
316,15.21,871
317,13.12,872
318,35.56,875
319,24.74,879
320,20.83,881
321,14.18,882
322,9.57,886
323,15.7,887
324,15.38,890
325,44.65,891
326,27.86,892
327,46.2,894
328,25.81,895
